trip_id,start_time,end_time,headway_secs
21N-GLOBAUX-00-S_1_3,15:10:35,15:16:30,355
21N-GLOBAUX-00-S_1_3,15:16:30,15:20:30,240
21N-GLOBAUX-00-S_1_3,15:20:30,16:24:15,225
21N-GLOBAUX-00-S_1_3,16:24:15,16:43:45,195
21N-GLOBAUX-00-S_1_3,16:43:45,17:17:40,185
21N-GLOBAUX-00-S_1_3,17:17:40,17:20:55,195
21N-GLOBAUX-00-S_1_3,17:20:55,17:47:35,200
21N-GLOBAUX-00-S_1_3,17:47:35,17:58:05,210
21N-GLOBAUX-00-S_1_3,17:58:05,18:12:45,220
21N-GLOBAUX-00-S_1_3,18:12:45,18:28:25,235
21N-GLOBAUX-00-S_1_3,18:28:25,18:45:05,250
21N-GLOBAUX-00-S_1_3,18:45:05,18:49:40,275
21N-GLOBAUX-00-S_1_3,18:49:40,19:14:40,300
21N-GLOBAUX-00-S_1_3,19:14:40,19:20:05,325
21N-GLOBAUX-00-S_1_3,19:20:05,19:25:35,330
21N-GLOBAUX-00-S_1_3,19:25:35,19:31:15,340
21N-GLOBAUX-00-S_1_3,19:31:15,19:48:30,345
21N-GLOBAUX-00-S_1_3,19:48:30,20:48:30,360
21N-GLOBAUX-00-S_1_3,20:48:30,22:25:50,365
21N-GLOBAUX-00-S_1_3,22:25:50,22:32:00,370
21N-GLOBAUX-00-S_1_3,22:32:00,22:39:20,440
21N-GLOBAUX-00-S_1_3,22:39:20,22:54:20,450
21N-GLOBAUX-00-S_1_3,22:54:20,23:02:10,470
21N-GLOBAUX-00-S_1_3,23:02:10,23:18:00,475
21N-GLOBAUX-00-S_1_3,23:18:00,24:38:00,480
21N-GLOBAUX-00-S_1_3,05:30:00,05:38:00,480
21N-GLOBAUX-00-S_1_3,05:38:00,06:27:00,420
21N-GLOBAUX-00-S_1_3,06:27:00,06:33:25,385
21N-GLOBAUX-00-S_1_3,06:33:25,06:39:25,360
21N-GLOBAUX-00-S_1_3,06:39:25,06:49:25,300
21N-GLOBAUX-00-S_1_3,06:49:25,07:08:10,225
21N-GLOBAUX-00-S_1_3,07:08:10,07:15:10,210
21N-GLOBAUX-00-S_1_3,07:15:10,07:22:00,205
21N-GLOBAUX-00-S_1_3,07:22:00,07:37:00,180
21N-GLOBAUX-00-S_1_3,07:37:00,07:45:45,175
21N-GLOBAUX-00-S_1_3,07:45:45,07:51:25,170
21N-GLOBAUX-00-S_1_3,07:51:25,08:02:05,160
21N-GLOBAUX-00-S_1_3,08:02:05,08:04:40,155
21N-GLOBAUX-00-S_1_3,08:04:40,08:17:10,150
21N-GLOBAUX-00-S_1_3,08:17:10,08:27:30,155
21N-GLOBAUX-00-S_1_3,08:27:30,08:39:10,175
21N-GLOBAUX-00-S_1_3,08:39:10,08:42:10,180
21N-GLOBAUX-00-S_1_3,08:42:10,08:48:30,190
21N-GLOBAUX-00-S_1_3,08:48:30,08:58:15,195
21N-GLOBAUX-00-S_1_3,08:58:15,09:08:15,200
21N-GLOBAUX-00-S_1_3,09:08:15,09:37:35,220
21N-GLOBAUX-00-S_1_3,09:37:35,09:41:55,260
21N-GLOBAUX-00-S_1_3,09:41:55,09:52:35,320
21N-GLOBAUX-00-S_1_3,09:52:35,15:10:35,360
21N-GLOBAUX-00-S_1_2,14:52:30,14:57:30,300
21N-GLOBAUX-00-S_1_2,14:57:30,15:02:00,270
21N-GLOBAUX-00-S_1_2,15:02:00,15:06:25,265
21N-GLOBAUX-00-S_1_2,15:06:25,15:38:25,240
21N-GLOBAUX-00-S_1_2,15:38:25,15:41:55,210
21N-GLOBAUX-00-S_1_2,15:41:55,16:01:25,195
21N-GLOBAUX-00-S_1_2,16:01:25,16:19:25,180
21N-GLOBAUX-00-S_1_2,16:19:25,17:03:25,165
21N-GLOBAUX-00-S_1_2,17:03:25,17:12:10,175
21N-GLOBAUX-00-S_1_2,17:12:10,17:18:30,190
21N-GLOBAUX-00-S_1_2,17:18:30,17:21:45,195
21N-GLOBAUX-00-S_1_2,17:21:45,17:32:00,205
21N-GLOBAUX-00-S_1_2,17:32:00,17:53:30,215
21N-GLOBAUX-00-S_1_2,17:53:30,18:33:30,240
21N-GLOBAUX-00-S_1_2,18:33:30,18:38:45,315
21N-GLOBAUX-00-S_1_2,18:38:45,18:44:25,340
21N-GLOBAUX-00-S_1_2,18:44:25,19:30:25,345
21N-GLOBAUX-00-S_1_2,19:30:25,19:48:10,355
21N-GLOBAUX-00-S_1_2,19:48:10,22:18:10,360
21N-GLOBAUX-00-S_1_2,22:18:10,22:30:20,365
21N-GLOBAUX-00-S_1_2,22:30:20,22:37:30,430
21N-GLOBAUX-00-S_1_2,22:37:30,22:44:50,440
21N-GLOBAUX-00-S_1_2,22:44:50,22:52:15,445
21N-GLOBAUX-00-S_1_2,22:52:15,22:59:45,450
21N-GLOBAUX-00-S_1_2,22:59:45,23:07:20,455
21N-GLOBAUX-00-S_1_2,23:07:20,23:23:00,470
21N-GLOBAUX-00-S_1_2,23:23:00,24:35:00,480
21N-GLOBAUX-00-S_1_2,05:30:00,06:24:00,405
21N-GLOBAUX-00-S_1_2,06:24:00,06:29:00,300
21N-GLOBAUX-00-S_1_2,06:29:00,06:37:00,240
21N-GLOBAUX-00-S_1_2,06:37:00,06:44:30,225
21N-GLOBAUX-00-S_1_2,06:44:30,06:51:10,200
21N-GLOBAUX-00-S_1_2,06:51:10,07:33:25,195
21N-GLOBAUX-00-S_1_2,07:33:25,07:42:55,190
21N-GLOBAUX-00-S_1_2,07:42:55,08:33:55,180
21N-GLOBAUX-00-S_1_2,08:33:55,08:47:15,200
21N-GLOBAUX-00-S_1_2,08:47:15,08:54:45,225
21N-GLOBAUX-00-S_1_2,08:54:45,09:02:25,230
21N-GLOBAUX-00-S_1_2,09:02:25,09:10:15,235
21N-GLOBAUX-00-S_1_2,09:10:15,09:23:45,270
21N-GLOBAUX-00-S_1_2,09:23:45,09:29:20,335
21N-GLOBAUX-00-S_1_2,09:29:20,09:46:35,345
21N-GLOBAUX-00-S_1_2,09:46:35,09:52:30,355
21N-GLOBAUX-00-S_1_2,09:52:30,14:52:30,360
21N-GLOBAUX-00-S_2_1,10:02:32,10:08:31,359
21N-GLOBAUX-00-S_2_1,10:08:31,10:32:31,360
21N-GLOBAUX-00-S_2_1,10:32:31,10:44:30,359
21N-GLOBAUX-00-S_2_1,10:44:30,10:50:30,360
21N-GLOBAUX-00-S_2_1,10:50:30,10:56:32,362
21N-GLOBAUX-00-S_2_1,10:56:32,12:32:32,360
21N-GLOBAUX-00-S_2_1,12:32:32,12:38:34,362
21N-GLOBAUX-00-S_2_1,12:38:34,12:50:34,360
21N-GLOBAUX-00-S_2_1,12:50:34,12:56:35,361
21N-GLOBAUX-00-S_2_1,12:56:35,14:02:35,360
21N-GLOBAUX-00-S_2_1,14:02:35,14:08:32,357
21N-GLOBAUX-00-S_2_1,14:08:32,14:20:32,360
21N-GLOBAUX-00-S_2_1,14:20:32,14:25:32,300
21N-GLOBAUX-00-S_2_1,14:25:32,14:30:22,290
21N-GLOBAUX-00-S_2_1,14:30:22,14:44:22,280
21N-GLOBAUX-00-S_2_1,14:44:22,15:16:22,240
21N-GLOBAUX-00-S_2_1,15:16:22,15:20:17,235
21N-GLOBAUX-00-S_2_1,15:20:17,15:23:57,220
21N-GLOBAUX-00-S_2_1,15:23:57,15:30:57,210
21N-GLOBAUX-00-S_2_1,15:30:57,15:34:17,200
21N-GLOBAUX-00-S_2_1,15:34:17,15:40:17,180
21N-GLOBAUX-00-S_2_1,15:40:17,15:49:02,175
21N-GLOBAUX-00-S_2_1,15:49:02,15:51:59,177
21N-GLOBAUX-00-S_2_1,15:51:59,16:03:39,175
21N-GLOBAUX-00-S_2_1,16:03:39,16:06:36,177
21N-GLOBAUX-00-S_2_1,16:06:36,16:15:21,175
21N-GLOBAUX-00-S_2_1,16:15:21,16:42:01,200
21N-GLOBAUX-00-S_2_1,16:42:01,16:52:46,215
21N-GLOBAUX-00-S_2_1,16:52:46,16:56:36,230
21N-GLOBAUX-00-S_2_1,16:56:36,17:00:31,235
21N-GLOBAUX-00-S_2_1,17:00:31,17:04:31,240
21N-GLOBAUX-00-S_2_1,17:04:31,17:33:41,250
21N-GLOBAUX-00-S_2_1,17:33:41,17:37:50,249
21N-GLOBAUX-00-S_2_1,17:37:50,17:46:10,250
21N-GLOBAUX-00-S_2_1,17:46:10,17:59:40,270
21N-GLOBAUX-00-S_2_1,17:59:40,18:04:15,275
21N-GLOBAUX-00-S_2_1,18:04:15,18:09:15,300
21N-GLOBAUX-00-S_2_1,18:09:15,18:14:35,320
21N-GLOBAUX-00-S_2_1,18:14:35,18:20:35,360
21N-GLOBAUX-00-S_2_1,18:20:35,18:26:34,359
21N-GLOBAUX-00-S_2_1,18:26:34,18:32:34,360
21N-GLOBAUX-00-S_2_1,18:32:34,18:38:31,357
21N-GLOBAUX-00-S_2_1,18:38:31,18:50:31,360
21N-GLOBAUX-00-S_2_1,18:50:31,18:56:29,358
21N-GLOBAUX-00-S_2_1,18:56:29,20:02:29,360
21N-GLOBAUX-00-S_2_1,20:02:29,20:08:27,358
21N-GLOBAUX-00-S_2_1,20:08:27,20:20:27,360
21N-GLOBAUX-00-S_2_1,20:20:27,20:26:26,359
21N-GLOBAUX-00-S_2_1,20:26:26,21:02:26,360
21N-GLOBAUX-00-S_2_1,21:02:26,21:08:25,359
21N-GLOBAUX-00-S_2_1,21:08:25,22:44:25,360
21N-GLOBAUX-00-S_2_1,22:44:25,22:50:45,380
21N-GLOBAUX-00-S_2_1,22:50:45,23:11:45,420
21N-GLOBAUX-00-S_2_1,23:11:45,23:19:00,435
21N-GLOBAUX-00-S_2_1,23:19:00,23:26:12,432
21N-GLOBAUX-00-S_2_1,23:26:12,23:47:57,435
21N-GLOBAUX-00-S_2_1,23:47:57,23:55:11,434
21N-GLOBAUX-00-S_2_1,23:55:11,24:24:11,435
21N-GLOBAUX-00-S_2_1,24:24:11,24:38:51,440
21N-GLOBAUX-00-S_2_1,05:29:57,05:47:57,360
21N-GLOBAUX-00-S_2_1,05:47:57,05:53:58,361
21N-GLOBAUX-00-S_2_1,05:53:58,05:59:58,360
21N-GLOBAUX-00-S_2_1,05:59:58,06:06:02,364
21N-GLOBAUX-00-S_2_1,06:06:02,06:18:02,360
21N-GLOBAUX-00-S_2_1,06:18:02,06:23:45,343
21N-GLOBAUX-00-S_2_1,06:23:45,06:29:25,340
21N-GLOBAUX-00-S_2_1,06:29:25,06:39:25,300
21N-GLOBAUX-00-S_2_1,06:39:25,06:43:15,230
21N-GLOBAUX-00-S_2_1,06:43:15,06:50:45,225
21N-GLOBAUX-00-S_2_1,06:50:45,06:54:27,222
21N-GLOBAUX-00-S_2_1,06:54:27,07:01:37,215
21N-GLOBAUX-00-S_2_1,07:01:37,07:05:02,205
21N-GLOBAUX-00-S_2_1,07:05:02,07:08:29,207
21N-GLOBAUX-00-S_2_1,07:08:29,07:18:44,205
21N-GLOBAUX-00-S_2_1,07:18:44,07:22:14,210
21N-GLOBAUX-00-S_2_1,07:22:14,07:25:24,190
21N-GLOBAUX-00-S_2_1,07:25:24,07:34:09,175
21N-GLOBAUX-00-S_2_1,07:34:09,07:37:07,178
21N-GLOBAUX-00-S_2_1,07:37:07,07:48:47,175
21N-GLOBAUX-00-S_2_1,07:48:47,07:51:41,174
21N-GLOBAUX-00-S_2_1,07:51:41,08:03:21,175
21N-GLOBAUX-00-S_2_1,08:03:21,08:06:13,172
21N-GLOBAUX-00-S_2_1,08:06:13,08:20:48,175
21N-GLOBAUX-00-S_2_1,08:20:48,08:23:41,173
21N-GLOBAUX-00-S_2_1,08:23:41,08:35:21,175
21N-GLOBAUX-00-S_2_1,08:35:21,08:38:12,171
21N-GLOBAUX-00-S_2_1,08:38:12,08:49:52,175
21N-GLOBAUX-00-S_2_1,08:49:52,08:55:52,180
21N-GLOBAUX-00-S_2_1,08:55:52,08:59:02,190
21N-GLOBAUX-00-S_2_1,08:59:02,09:05:52,205
21N-GLOBAUX-00-S_2_1,09:05:52,09:09:19,207
21N-GLOBAUX-00-S_2_1,09:09:19,09:12:49,210
21N-GLOBAUX-00-S_2_1,09:12:49,09:20:19,225
21N-GLOBAUX-00-S_2_1,09:20:19,09:24:03,224
21N-GLOBAUX-00-S_2_1,09:24:03,09:27:48,225
21N-GLOBAUX-00-S_2_1,09:27:48,09:31:38,230
21N-GLOBAUX-00-S_2_1,09:31:38,09:35:33,235
21N-GLOBAUX-00-S_2_1,09:35:33,09:40:08,275
21N-GLOBAUX-00-S_2_1,09:40:08,09:44:58,290
21N-GLOBAUX-00-S_2_1,09:44:58,09:50:33,335
21N-GLOBAUX-00-S_2_1,09:50:33,09:56:32,359
21N-GLOBAUX-00-S_2_1,09:56:32,10:02:32,360
21N-GLOBAUX-00-S_2_0,10:06:35,10:21:35,300
21N-GLOBAUX-00-S_2_0,10:21:35,10:26:40,305
21N-GLOBAUX-00-S_2_0,10:26:40,14:56:40,360
21N-GLOBAUX-00-S_2_0,14:56:40,15:01:40,300
21N-GLOBAUX-00-S_2_0,15:01:40,15:06:25,285
21N-GLOBAUX-00-S_2_0,15:06:25,15:11:05,280
21N-GLOBAUX-00-S_2_0,15:11:05,15:35:05,240
21N-GLOBAUX-00-S_2_0,15:35:05,15:38:40,215
21N-GLOBAUX-00-S_2_0,15:38:40,15:45:10,195
21N-GLOBAUX-00-S_2_0,15:45:10,16:06:10,180
21N-GLOBAUX-00-S_2_0,16:06:10,17:13:15,175
21N-GLOBAUX-00-S_2_0,17:13:15,17:19:15,180
21N-GLOBAUX-00-S_2_0,17:19:15,17:26:15,210
21N-GLOBAUX-00-S_2_0,17:26:15,17:44:35,220
21N-GLOBAUX-00-S_2_0,17:44:35,17:48:20,225
21N-GLOBAUX-00-S_2_0,17:48:20,17:59:50,230
21N-GLOBAUX-00-S_2_0,17:59:50,18:03:50,240
21N-GLOBAUX-00-S_2_0,18:03:50,18:08:15,265
21N-GLOBAUX-00-S_2_0,18:08:15,18:21:45,270
21N-GLOBAUX-00-S_2_0,18:21:45,18:26:25,280
21N-GLOBAUX-00-S_2_0,18:26:25,18:40:40,285
21N-GLOBAUX-00-S_2_0,18:40:40,18:45:30,290
21N-GLOBAUX-00-S_2_0,18:45:30,18:50:30,300
21N-GLOBAUX-00-S_2_0,18:50:30,23:32:30,360
21N-GLOBAUX-00-S_2_0,23:32:30,23:39:00,390
21N-GLOBAUX-00-S_2_0,23:39:00,23:46:00,420
21N-GLOBAUX-00-S_2_0,23:46:00,24:30:00,440
21N-GLOBAUX-00-S_2_0,05:30:00,05:36:50,410
21N-GLOBAUX-00-S_2_0,05:36:50,06:15:50,390
21N-GLOBAUX-00-S_2_0,06:15:50,06:21:50,360
21N-GLOBAUX-00-S_2_0,06:21:50,06:27:20,330
21N-GLOBAUX-00-S_2_0,06:27:20,06:32:30,310
21N-GLOBAUX-00-S_2_0,06:32:30,06:57:30,300
21N-GLOBAUX-00-S_2_0,06:57:30,07:12:15,295
21N-GLOBAUX-00-S_2_0,07:12:15,07:17:05,290
21N-GLOBAUX-00-S_2_0,07:17:05,07:30:20,265
21N-GLOBAUX-00-S_2_0,07:30:20,07:34:15,235
21N-GLOBAUX-00-S_2_0,07:34:15,07:45:30,225
21N-GLOBAUX-00-S_2_0,07:45:30,07:59:50,215
21N-GLOBAUX-00-S_2_0,07:59:50,08:06:50,210
21N-GLOBAUX-00-S_2_0,08:06:50,08:13:20,195
21N-GLOBAUX-00-S_2_0,08:13:20,08:16:25,185
21N-GLOBAUX-00-S_2_0,08:16:25,08:19:25,180
21N-GLOBAUX-00-S_2_0,08:19:25,09:06:05,175
21N-GLOBAUX-00-S_2_0,09:06:05,09:21:05,180
21N-GLOBAUX-00-S_2_0,09:21:05,09:31:35,210
21N-GLOBAUX-00-S_2_0,09:31:35,09:42:50,225
21N-GLOBAUX-00-S_2_0,09:42:50,09:46:55,245
21N-GLOBAUX-00-S_2_0,09:46:55,10:06:35,295
21N-GLOBAUX-00-S_4_0,15:09:30,15:15:30,360
21N-GLOBAUX-00-S_4_0,15:15:30,18:11:15,285
21N-GLOBAUX-00-S_4_0,18:11:15,18:21:15,300
21N-GLOBAUX-00-S_4_0,18:21:15,19:13:15,390
21N-GLOBAUX-00-S_4_0,19:13:15,19:20:00,405
21N-GLOBAUX-00-S_4_0,19:20:00,24:40:00,600
21N-GLOBAUX-00-S_4_0,24:40:00,24:48:30,510
21N-GLOBAUX-00-S_4_0,24:48:30,25:00:00,690
21N-GLOBAUX-00-S_4_0,05:16:00,05:30:00,840
21N-GLOBAUX-00-S_4_0,05:30:00,06:40:00,600
21N-GLOBAUX-00-S_4_0,06:40:00,06:55:00,300
21N-GLOBAUX-00-S_4_0,06:55:00,08:49:00,285
21N-GLOBAUX-00-S_4_0,08:49:00,08:54:00,300
21N-GLOBAUX-00-S_4_0,08:54:00,08:59:30,330
21N-GLOBAUX-00-S_4_0,08:59:30,15:09:30,600
21N-GLOBAUX-00-S_4_1,15:09:50,15:15:00,310
21N-GLOBAUX-00-S_4_1,15:15:00,15:25:00,300
21N-GLOBAUX-00-S_4_1,15:25:00,15:29:50,290
21N-GLOBAUX-00-S_4_1,15:29:50,18:20:50,285
21N-GLOBAUX-00-S_4_1,18:20:50,19:06:20,390
21N-GLOBAUX-00-S_4_1,19:06:20,19:13:00,400
21N-GLOBAUX-00-S_4_1,19:13:00,19:20:00,420
21N-GLOBAUX-00-S_4_1,19:20:00,25:00:00,600
21N-GLOBAUX-00-S_4_1,05:30:00,06:40:00,600
21N-GLOBAUX-00-S_4_1,06:40:00,06:55:00,300
21N-GLOBAUX-00-S_4_1,06:55:00,06:59:50,290
21N-GLOBAUX-00-S_4_1,06:59:50,08:49:05,285
21N-GLOBAUX-00-S_4_1,08:49:05,08:54:20,315
21N-GLOBAUX-00-S_4_1,08:54:20,09:09:50,465
21N-GLOBAUX-00-S_4_1,09:09:50,15:09:50,600
21N-GLOBAUX-00-S_5_3,14:59:50,15:05:40,350
21N-GLOBAUX-00-S_5_3,15:05:40,15:21:40,320
21N-GLOBAUX-00-S_5_3,15:21:40,17:22:30,290
21N-GLOBAUX-00-S_5_3,17:22:30,17:27:30,300
21N-GLOBAUX-00-S_5_3,17:27:30,18:26:10,320
21N-GLOBAUX-00-S_5_3,18:26:10,22:00:40,390
21N-GLOBAUX-00-S_5_3,22:00:40,22:08:20,460
21N-GLOBAUX-00-S_5_3,22:08:20,24:45:00,470
21N-GLOBAUX-00-S_5_3,05:30:00,05:54:00,480
21N-GLOBAUX-00-S_5_3,05:54:00,06:01:30,450
21N-GLOBAUX-00-S_5_3,06:01:30,06:08:05,395
21N-GLOBAUX-00-S_5_3,06:08:05,06:14:35,390
21N-GLOBAUX-00-S_5_3,06:14:35,06:20:30,355
21N-GLOBAUX-00-S_5_3,06:20:30,06:26:10,340
21N-GLOBAUX-00-S_5_3,06:26:10,07:33:40,270
21N-GLOBAUX-00-S_5_3,07:33:40,08:09:40,240
21N-GLOBAUX-00-S_5_3,08:09:40,08:40:35,265
21N-GLOBAUX-00-S_5_3,08:40:35,09:34:35,270
21N-GLOBAUX-00-S_5_3,09:34:35,09:40:50,375
21N-GLOBAUX-00-S_5_3,09:40:50,14:59:50,435
21N-GLOBAUX-00-S_5_2,14:54:20,15:00:10,350
21N-GLOBAUX-00-S_5_2,15:00:10,15:42:50,320
21N-GLOBAUX-00-S_5_2,15:42:50,17:48:30,290
21N-GLOBAUX-00-S_5_2,17:48:30,18:20:30,320
21N-GLOBAUX-00-S_5_2,18:20:30,18:26:30,360
21N-GLOBAUX-00-S_5_2,18:26:30,22:20:30,390
21N-GLOBAUX-00-S_5_2,22:20:30,22:28:10,460
21N-GLOBAUX-00-S_5_2,22:28:10,23:46:30,470
21N-GLOBAUX-00-S_5_2,23:46:30,24:26:30,480
21N-GLOBAUX-00-S_5_2,24:26:30,24:35:15,525
21N-GLOBAUX-00-S_5_2,24:35:15,24:45:00,585
21N-GLOBAUX-00-S_5_2,05:30:00,06:02:00,480
21N-GLOBAUX-00-S_5_2,06:02:00,06:08:10,370
21N-GLOBAUX-00-S_5_2,06:08:10,06:13:50,340
21N-GLOBAUX-00-S_5_2,06:13:50,06:19:10,320
21N-GLOBAUX-00-S_5_2,06:19:10,06:24:10,300
21N-GLOBAUX-00-S_5_2,06:24:10,07:54:10,270
21N-GLOBAUX-00-S_5_2,07:54:10,07:58:35,265
21N-GLOBAUX-00-S_5_2,07:58:35,08:30:35,240
21N-GLOBAUX-00-S_5_2,08:30:35,08:43:50,265
21N-GLOBAUX-00-S_5_2,08:43:50,09:28:50,270
21N-GLOBAUX-00-S_5_2,09:28:50,09:35:20,390
21N-GLOBAUX-00-S_5_2,09:35:20,14:54:20,435
21N-GLOBAUX-00-A_1_3,10:43:40,12:00:20,460
21N-GLOBAUX-00-A_1_3,12:00:20,12:07:20,420
21N-GLOBAUX-00-A_1_3,12:07:20,18:24:20,390
21N-GLOBAUX-00-A_1_3,18:24:20,18:31:20,420
21N-GLOBAUX-00-A_1_3,18:31:20,19:25:00,460
21N-GLOBAUX-00-A_1_3,19:25:00,21:22:50,505
21N-GLOBAUX-00-A_1_3,21:22:50,24:01:30,560
21N-GLOBAUX-00-A_1_3,24:01:30,24:12:00,630
21N-GLOBAUX-00-A_1_3,24:12:00,24:23:00,660
21N-GLOBAUX-00-A_1_3,24:23:00,25:08:00,675
21N-GLOBAUX-00-A_1_3,05:30:00,07:25:30,630
21N-GLOBAUX-00-A_1_3,07:25:30,08:12:10,560
21N-GLOBAUX-00-A_1_3,08:12:10,10:43:40,505
21N-GLOBAUX-00-A_1_2,10:01:40,12:04:20,460
21N-GLOBAUX-00-A_1_2,12:04:20,18:27:50,390
21N-GLOBAUX-00-A_1_2,18:27:50,18:35:20,450
21N-GLOBAUX-00-A_1_2,18:35:20,20:07:20,460
21N-GLOBAUX-00-A_1_2,20:07:20,20:15:35,495
21N-GLOBAUX-00-A_1_2,20:15:35,22:05:00,505
21N-GLOBAUX-00-A_1_2,22:05:00,22:14:10,550
21N-GLOBAUX-00-A_1_2,22:14:10,23:19:30,560
21N-GLOBAUX-00-A_1_2,23:19:30,24:54:00,630
21N-GLOBAUX-00-A_1_2,24:54:00,25:05:00,660
21N-GLOBAUX-00-A_1_2,05:30:00,08:07:30,630
21N-GLOBAUX-00-A_1_2,08:07:30,08:54:10,560
21N-GLOBAUX-00-A_1_2,08:54:10,09:02:45,515
21N-GLOBAUX-00-A_1_2,09:02:45,10:01:40,505
21N-GLOBAUX-00-A_2_1,10:30:19,11:08:39,460
21N-GLOBAUX-00-A_2_1,11:08:39,11:15:59,440
21N-GLOBAUX-00-A_2_1,11:15:59,11:23:25,446
21N-GLOBAUX-00-A_2_1,11:23:25,12:05:25,420
21N-GLOBAUX-00-A_2_1,12:05:25,12:12:28,423
21N-GLOBAUX-00-A_2_1,12:12:28,12:19:28,420
21N-GLOBAUX-00-A_2_1,12:19:28,12:32:48,400
21N-GLOBAUX-00-A_2_1,12:32:48,12:39:23,395
21N-GLOBAUX-00-A_2_1,12:39:23,14:34:53,385
21N-GLOBAUX-00-A_2_1,14:34:53,14:41:15,382
21N-GLOBAUX-00-A_2_1,14:41:15,14:47:40,385
21N-GLOBAUX-00-A_2_1,14:47:40,14:54:00,380
21N-GLOBAUX-00-A_2_1,14:54:00,18:19:20,385
21N-GLOBAUX-00-A_2_1,18:19:20,18:25:44,384
21N-GLOBAUX-00-A_2_1,18:25:44,18:38:54,395
21N-GLOBAUX-00-A_2_1,18:38:54,19:00:39,435
21N-GLOBAUX-00-A_2_1,19:00:39,19:07:53,434
21N-GLOBAUX-00-A_2_1,19:07:53,19:29:38,435
21N-GLOBAUX-00-A_2_1,19:29:38,19:52:08,450
21N-GLOBAUX-00-A_2_1,19:52:08,19:59:53,465
21N-GLOBAUX-00-A_2_1,19:59:53,20:07:33,460
21N-GLOBAUX-00-A_2_1,20:07:33,20:46:18,465
21N-GLOBAUX-00-A_2_1,20:46:18,21:10:18,480
21N-GLOBAUX-00-A_2_1,21:10:18,21:35:48,510
21N-GLOBAUX-00-A_2_1,21:35:48,21:54:28,560
21N-GLOBAUX-00-A_2_1,21:54:28,22:32:28,570
21N-GLOBAUX-00-A_2_1,22:32:28,22:41:56,568
21N-GLOBAUX-00-A_2_1,22:41:56,23:10:26,570
21N-GLOBAUX-00-A_2_1,23:10:26,23:49:26,585
21N-GLOBAUX-00-A_2_1,23:49:26,23:59:15,589
21N-GLOBAUX-00-A_2_1,23:59:15,24:18:55,590
21N-GLOBAUX-00-A_2_1,24:18:55,25:08:55,600
21N-GLOBAUX-00-A_2_1,05:29:59,06:17:54,575
21N-GLOBAUX-00-A_2_1,06:17:54,06:27:31,577
21N-GLOBAUX-00-A_2_1,06:27:31,06:46:41,575
21N-GLOBAUX-00-A_2_1,06:46:41,06:56:20,579
21N-GLOBAUX-00-A_2_1,06:56:20,07:15:30,575
21N-GLOBAUX-00-A_2_1,07:15:30,07:52:50,560
21N-GLOBAUX-00-A_2_1,07:52:50,08:01:35,525
21N-GLOBAUX-00-A_2_1,08:01:35,08:10:22,527
21N-GLOBAUX-00-A_2_1,08:10:22,08:45:22,525
21N-GLOBAUX-00-A_2_1,08:45:22,08:54:06,524
21N-GLOBAUX-00-A_2_1,08:54:06,09:02:51,525
21N-GLOBAUX-00-A_2_1,09:02:51,09:11:34,523
21N-GLOBAUX-00-A_2_1,09:11:34,10:30:19,525
21N-GLOBAUX-00-A_2_0,11:02:00,12:18:40,460
21N-GLOBAUX-00-A_2_0,12:18:40,12:40:40,440
21N-GLOBAUX-00-A_2_0,12:40:40,13:09:40,435
21N-GLOBAUX-00-A_2_0,13:09:40,19:28:15,385
21N-GLOBAUX-00-A_2_0,19:28:15,21:12:05,445
21N-GLOBAUX-00-A_2_0,21:12:05,21:50:50,465
21N-GLOBAUX-00-A_2_0,21:50:50,22:17:05,525
21N-GLOBAUX-00-A_2_0,22:17:05,22:53:05,540
21N-GLOBAUX-00-A_2_0,22:53:05,23:02:30,565
21N-GLOBAUX-00-A_2_0,23:02:30,24:00:00,575
21N-GLOBAUX-00-A_2_0,24:00:00,25:00:00,600
21N-GLOBAUX-00-A_2_0,05:30:00,07:07:30,585
21N-GLOBAUX-00-A_2_0,07:07:30,07:44:30,555
21N-GLOBAUX-00-A_2_0,07:44:30,08:37:30,530
21N-GLOBAUX-00-A_2_0,08:37:30,11:02:00,510
21N-GLOBAUX-00-A_4_0,25:10:00,25:18:30,510
21N-GLOBAUX-00-A_4_0,25:18:30,25:30:00,690
21N-GLOBAUX-00-A_4_0,05:30:00,25:10:00,600
21N-GLOBAUX-00-A_4_1,05:30:00,25:30:00,600
21N-GLOBAUX-00-A_5_3,20:11:15,20:21:00,585
21N-GLOBAUX-00-A_5_3,20:21:00,25:15:00,630
21N-GLOBAUX-00-A_5_3,05:30:00,08:49:30,630
21N-GLOBAUX-00-A_5_3,08:49:30,08:59:45,615
21N-GLOBAUX-00-A_5_3,08:59:45,20:11:15,510
21N-GLOBAUX-00-A_5_2,20:32:30,20:42:00,570
21N-GLOBAUX-00-A_5_2,20:42:00,25:15:00,630
21N-GLOBAUX-00-A_5_2,05:30:00,09:21:00,630
21N-GLOBAUX-00-A_5_2,09:21:00,20:32:30,510
21N-GLOBAUX-00-I_1_3,12:19:00,15:00:00,460
21N-GLOBAUX-00-I_1_3,15:00:00,18:23:00,420
21N-GLOBAUX-00-I_1_3,18:23:00,18:31:20,500
21N-GLOBAUX-00-I_1_3,18:31:20,22:18:35,505
21N-GLOBAUX-00-I_1_3,22:18:35,22:29:00,625
21N-GLOBAUX-00-I_1_3,22:29:00,24:03:30,630
